475,Solarbreeze,asian,cheap,soho,2:18,2.4,false
476,Mat Lam Tam,american,expensive,soho,1:56,3.5,false
477,Stim,middle eastern,medium,williamsburg,22:25,2.5,false
478,Quo Lux,african,cheap,williamsburg,4:17,3.2,false
479,Zoolab,middle eastern,expensive,greenwich village,4:54,1.1,false
480,Stringtough,middle eastern,medium,lower east side,19:33,4.4,false
481,Asoka,american,cheap,upper east side,5:39,1.6,true
482,Viva,french,expensive,harlem,7:25,0.6,false
483,Flowdesk,african,expensive,tribeca,22:22,3.3,true
484,Bitwolf,latin american,expensive,harlem,4:04,4.2,true
485,Voltsillam,middle eastern,expensive,upper east side,10:58,4.2,true
486,Aerified,african,expensive,harlem,18:28,3.2,false
487,Temp,middle eastern,medium,lower east side,11:16,3.3,true
488,Sonsing,latin american,cheap,greenwich village,23:00,0.8,false
489,Cardguard,middle eastern,cheap,lower east side,0:40,4.5,false
490,Latlux,middle eastern,medium,lower east side,0:34,3.6,false
491,Bytecard,italian,expensive,tribeca,10:17,0.3,true
492,Fixflex,african,medium,harlem,0:09,0.5,true
493,Redhold,latin american,cheap,greenwich village,13:15,3.3,true
494,It,asian,cheap,flatiron,17:17,1.4,false
495,Duobam,african,medium,greenwich village,12:47,2.9,true
496,Flexidy,middle eastern,medium,upper east side,20:17,0.7,false
497,Tampflex,latin american,cheap,flatiron,19:06,2.5,true
498,Sonair,middle eastern,cheap,lower east side,22:20,0.1,true
499,Bitwolf,middle eastern,expensive,harlem,2:28,0.3,true
500,Tempsoft,middle eastern,medium,tribeca,11:39,0.8,true
501,Latlux,french,cheap,soho,8:33,4.6,false
502,Cardguard,italian,medium,tribeca,12:23,1.0,true
503,Bigtax,american,cheap,soho,7:26,2.4,false
504,Zoolab,african,cheap,tribeca,18:44,0.5,true
505,Alphazap,italian,medium,lower east side,8:09,0.8,true
506,Pannier,asian,medium,williamsburg,15:07,0.0,true
507,Sub-Ex,asian,expensive,tribeca,10:53,1.3,false
508,Keylex,african,cheap,lower east side,10:27,3.1,false
509,Daltfresh,middle eastern,medium,harlem,13:32,3.3,false
510,Zontrax,latin american,cheap,flatiron,18:41,5.0,true
511,Stringtough,african,cheap,tribeca,17:41,1.1,true
512,Treeflex,middle eastern,cheap,harlem,15:35,2.5,false
513,Hatity,latin american,expensive,williamsburg,10:44,4.9,false
514,Subin,african,expensive,tribeca,21:36,3.7,false
515,Pannier,american,expensive,soho,0:31,2.4,false
516,Keylex,french,cheap,williamsburg,1:51,3.6,true
517,Toughjoyfax,middle eastern,medium,soho,21:49,0.6,true
518,Asoka,asian,expensive,greenwich village,4:00,3.6,true
519,Ronstring,middle eastern,medium,tribeca,10:56,2.3,false
520,Mat Lam Tam,latin american,medium,greenwich village,16:41,2.1,false
521,Holdlamis,asian,medium,williamsburg,7:14,1.2,false
522,Latlux,american,expensive,upper east side,8:45,0.8,true
523,Opela,italian,expensive,upper east side,15:26,3.3,true
524,Opela,american,expensive,lower east side,22:01,0.7,false
525,Alphazap,american,cheap,harlem,14:50,1.1,false
526,Zathin,american,medium,greenwich village,14:20,4.7,false
527,Konklab,french,cheap,harlem,19:41,3.5,true
528,Cardguard,italian,medium,williamsburg,5:43,3.4,true
529,Quo Lux,african,cheap,upper east side,18:15,2.6,false
530,Span,asian,medium,soho,4:40,1.7,false
531,Duobam,american,expensive,flatiron,6:29,3.6,true
532,Job,asian,cheap,flatiron,13:13,2.9,true
533,Zontrax,french,medium,upper east side,7:09,0.9,false
534,Tempsoft,asian,expensive,flatiron,18:01,2.2,true
535,Prodder,asian,medium,flatiron,4:48,3.3,false
536,Ronstring,asian,medium,flatiron,17:18,2.3,true
537,Transcof,middle eastern,expensive,lower east side,20:41,2.5,true
538,Pannier,french,medium,flatiron,9:30,0.9,false
539,Sub-Ex,french,medium,tribeca,0:04,4.8,true
540,Zontrax,french,expensive,harlem,12:04,4.2,true
541,Tempsoft,african,medium,flatiron,9:46,0.0,false
542,Tin,french,medium,lower east side,3:23,2.6,false
543,Daltfresh,french,cheap,flatiron,13:06,1.6,true
544,Span,american,medium,lower east side,1:14,4.1,true
545,Prodder,african,cheap,flatiron,0:41,1.6,true
546,Matsoft,french,medium,upper east side,18:05,4.1,true
547,Otcom,italian,expensive,tribeca,15:22,1.9,true
548,Subin,african,cheap,flatiron,8:45,3.2,false
549,Kanlam,italian,expensive,lower east side,4:46,2.8,false
550,Zamit,asian,expensive,greenwich village,4:41,3.2,true
551,Aerified,african,expensive,tribeca,15:34,0.6,true
552,Latlux,american,expensive,williamsburg,23:07,2.1,true
553,Cardguard,italian,cheap,upper east side,11:38,3.4,false
554,Home Ing,italian,expensive,williamsburg,23:47,1.0,true
555,Tempsoft,french,medium,flatiron,12:48,3.9,false
556,Home Ing,italian,cheap,soho,10:50,2.9,false
557,Zontrax,italian,medium,tribeca,8:42,1.8,true
558,Latlux,middle eastern,medium,williamsburg,6:22,1.0,true
559,Zathin,african,cheap,harlem,4:31,2.9,true
560,Gembucket,asian,medium,williamsburg,12:46,2.4,false
561,Sonsing,american,medium,flatiron,20:12,2.9,true
562,Overhold,french,medium,flatiron,21:39,4.4,true
563,Tresom,french,medium,flatiron,10:11,3.9,false
564,Prodder,middle eastern,expensive,upper east side,6:52,4.9,false
565,Kanlam,american,cheap,tribeca,15:52,4.6,true
566,Fix San,middle eastern,medium,soho,21:25,3.3,false
567,Kanlam,middle eastern,medium,soho,21:41,2.0,true
568,Toughjoyfax,asian,medium,harlem,20:44,3.2,true
569,Redhold,latin american,expensive,williamsburg,21:22,3.4,false
570,Fix San,latin american,medium,williamsburg,21:28,4.2,true
571,Quo Lux,italian,medium,harlem,16:31,4.6,true
572,Voyatouch,italian,cheap,upper east side,7:31,4.9,true
573,Aerified,french,expensive,tribeca,20:30,1.7,false
574,Redhold,french,medium,soho,20:06,3.2,false
575,Trippledex,latin american,expensive,lower east side,10:20,4.3,false
576,Tampflex,african,cheap,tribeca,8:21,2.0,false
577,Bamity,middle eastern,medium,williamsburg,19:19,4.6,false
578,Bitwolf,latin american,expensive,tribeca,7:21,3.4,false
579,Tampflex,middle eastern,expensive,upper east side,18:51,3.0,false
580,Zoolab,african,expensive,williamsburg,18:14,3.1,true
581,Hatity,french,cheap,tribeca,8:10,3.2,false
582,Job,italian,expensive,williamsburg,9:46,4.7,false
583,Stronghold,asian,expensive,lower east side,23:02,2.6,false
584,Lotstring,latin american,cheap,soho,8:25,3.6,true
585,Alpha,american,medium,lower east side,5:06,3.7,true
586,Flowdesk,latin american,expensive,greenwich village,13:15,1.9,false
587,Transcof,asian,expensive,harlem,1:58,1.5,true
588,Vagram,italian,medium,soho,12:40,3.1,true
589,Span,middle eastern,medium,flatiron,9:00,0.2,false
590,Konklux,italian,medium,tribeca,22:26,2.5,false
591,Bamity,asian,expensive,lower east side,4:17,0.2,true
592,Tin,asian,cheap,soho,16:34,2.9,false
593,Wrapsafe,american,expensive,williamsburg,20:03,0.0,true
594,Voyatouch,italian,cheap,williamsburg,14:07,0.7,true
595,Temp,italian,expensive,tribeca,23:05,1.0,false
596,Stim,african,medium,greenwich village,1:50,4.3,false
597,Subin,asian,expensive,flatiron,19:34,0.2,false
598,Vagram,african,expensive,harlem,6:33,4.9,true
599,Domainer,middle eastern,cheap,upper east side,7:38,1.6,true
600,Konklab,middle eastern,cheap,upper east side,13:03,4.1,true
601,Kanlam,asian,expensive,soho,9:18,4.0,true
602,Job,italian,expensive,flatiron,0:33,4.5,false
603,Solarbreeze,american,cheap,soho,16:42,0.8,false
604,Zoolab,italian,expensive,lower east side,22:22,2.9,false
605,Stim,african,cheap,soho,0:14,3.7,true
606,Bitchip,american,cheap,greenwich village,1:45,4.6,true
607,Kanlam,asian,cheap,flatiron,15:13,2.1,true
608,Quo Lux,american,cheap,tribeca,15:37,0.3,true
609,Quo Lux,american,cheap,soho,17:21,4.8,true
610,Duobam,asian,medium,greenwich village,2:22,0.2,false
611,Fix San,middle eastern,medium,lower east side,9:24,3.1,false
612,Sub-Ex,asian,cheap,greenwich village,14:29,2.5,false
613,Namfix,latin american,medium,soho,1:51,0.3,true
614,Trippledex,middle eastern,cheap,tribeca,23:34,1.1,true
615,Kanlam,latin american,expensive,soho,17:27,4.3,false
616,Otcom,asian,cheap,soho,14:32,4.1,true
617,Pannier,american,expensive,harlem,0:48,1.5,false
618,Aerified,latin american,medium,greenwich village,20:37,3.5,true
619,Tres-Zap,french,cheap,greenwich village,17:00,3.3,true
620,Aerified,middle eastern,expensive,flatiron,13:05,1.2,true
621,Alphazap,african,medium,upper east side,12:55,1.9,false
622,Sub-Ex,french,cheap,greenwich village,23:07,1.6,true
623,Gembucket,american,medium,harlem,9:50,2.7,false
624,Wrapsafe,italian,expensive,harlem,3:44,2.6,true
625,Cardguard,latin american,medium,upper east side,1:53,5.0,false
626,Zamit,french,cheap,soho,17:03,0.1,false
627,Regrant,latin american,expensive,williamsburg,6:17,2.7,true
628,Alpha,asian,expensive,greenwich village,16:49,3.2,true
629,Voyatouch,italian,medium,upper east side,19:36,2.9,true
630,Bamity,latin american,cheap,upper east side,19:59,4.5,true
631,Solarbreeze,middle eastern,cheap,soho,6:15,1.7,true
632,Zoolab,middle eastern,cheap,lower east side,12:07,0.9,true
633,Bamity,african,expensive,lower east side,21:25,0.6,false
634,Bytecard,african,expensive,williamsburg,15:30,3.8,true
635,Bitchip,african,expensive,upper east side,7:46,4.0,true
636,Cookley,middle eastern,cheap,harlem,17:49,0.7,false
637,Transcof,asian,medium,flatiron,19:13,4.8,true
638,Biodex,african,medium,upper east side,16:15,1.6,true
639,Greenlam,french,expensive,lower east side,22:37,4.8,true
640,Voltsillam,african,expensive,greenwich village,5:17,3.2,false
641,Vagram,african,cheap,williamsburg,18:17,4.2,true
642,Stringtough,latin american,expensive,tribeca,19:49,3.7,true
643,Redhold,american,cheap,greenwich village,10:22,1.1,false
644,Pannier,italian,expensive,soho,5:34,2.3,false
645,Fix San,african,cheap,tribeca,15:16,2.7,true
646,Andalax,american,medium,harlem,1:24,4.7,false
647,Treeflex,italian,expensive,lower east side,0:37,0.0,false
648,Lotstring,asian,expensive,tribeca,20:54,5.0,true
649,Home Ing,middle eastern,expensive,harlem,0:57,2.4,false
650,Hatity,latin american,cheap,williamsburg,1:44,4.4,false
651,Andalax,american,cheap,harlem,20:41,2.1,false
652,Solarbreeze,latin american,medium,greenwich village,2:36,3.0,true
653,Tin,french,medium,lower east side,17:22,2.4,true
654,Zathin,african,medium,upper east side,8:08,1.2,false
655,Y-find,middle eastern,expensive,tribeca,5:23,3.9,true
656,Ventosanzap,middle eastern,cheap,flatiron,5:41,4.3,true
657,Tres-Zap,french,cheap,tribeca,3:44,1.3,false
658,Regrant,asian,medium,upper east side,20:38,3.1,false
659,Fintone,latin american,expensive,williamsburg,5:55,4.7,true
660,Flowdesk,african,medium,harlem,2:00,0.4,true
661,Prodder,latin american,expensive,soho,20:33,3.2,false
662,Sub-Ex,african,medium,lower east side,17:43,4.5,false
663,Y-find,middle eastern,medium,tribeca,6:09,0.0,true
664,Overhold,latin american,medium,harlem,15:48,3.3,false
665,Trippledex,middle eastern,expensive,tribeca,1:28,3.7,true
666,Andalax,american,cheap,tribeca,15:17,3.3,true
667,Sonair,middle eastern,cheap,lower east side,20:31,2.5,true
668,It,american,medium,lower east side,22:47,3.5,false
669,Overhold,asian,expensive,soho,13:13,3.4,true
670,Fintone,african,medium,flatiron,5:41,4.3,false
671,Sonsing,middle eastern,medium,lower east side,10:40,1.1,true
672,Fixflex,italian,expensive,greenwich village,17:54,3.7,true
673,Alpha,french,cheap,soho,7:58,2.6,false
674,Veribet,asian,medium,lower east side,19:02,0.6,false
675,Solarbreeze,asian,expensive,greenwich village,20:01,0.2,false
676,Cardguard,middle eastern,medium,williamsburg,16:13,2.3,false
677,Konklab,african,cheap,soho,16:25,1.7,true
678,Regrant,italian,cheap,soho,22:37,3.9,false
679,Home Ing,american,medium,harlem,0:09,2.3,false
680,Vagram,middle eastern,expensive,soho,1:52,1.7,true
681,Latlux,african,cheap,tribeca,21:57,2.5,true
682,Asoka,latin american,cheap,harlem,13:46,2.4,true
683,Pannier,italian,cheap,soho,5:05,4.6,true
684,Regrant,middle eastern,expensive,harlem,6:44,1.5,true
685,Lotstring,latin american,medium,lower east side,13:44,2.9,false
686,Zontrax,latin american,cheap,williamsburg,5:56,4.7,false
687,Sonair,italian,expensive,tribeca,3:45,0.2,true
688,Fix San,latin american,expensive,greenwich village,18:56,0.3,true
689,Voyatouch,italian,expensive,lower east side,18:07,4.2,true
690,Konklux,african,cheap,harlem,12:05,3.1,false
691,Solarbreeze,middle eastern,cheap,upper east side,12:00,3.6,true
692,Biodex,middle eastern,expensive,tribeca,2:01,3.8,false
693,Y-Solowarm,american,cheap,greenwich village,5:47,3.3,true
694,Regrant,italian,medium,upper east side,1:14,2.6,false
695,Solarbreeze,middle eastern,expensive,williamsburg,15:34,3.9,true
696,Andalax,italian,medium,tribeca,2:02,4.2,true
697,Sonsing,asian,medium,williamsburg,6:20,3.0,true
698,Temp,italian,expensive,harlem,4:39,3.1,true
699,Span,italian,cheap,lower east side,5:29,1.7,true
700,Fix San,african,expensive,lower east side,3:00,1.1,true
701,Quo Lux,italian,cheap,flatiron,7:57,4.4,false
702,Viva,american,expensive,williamsburg,15:31,4.3,false
703,Span,american,cheap,williamsburg,0:47,0.1,true
704,Voyatouch,asian,medium,soho,6:37,0.8,true
705,Toughjoyfax,italian,medium,upper east side,8:14,2.6,true
706,Zamit,french,medium,tribeca,18:48,2.5,true
707,Bytecard,middle eastern,cheap,flatiron,14:22,3.6,true
708,Keylex,american,cheap,greenwich village,19:21,1.0,false
709,Gembucket,french,expensive,tribeca,4:55,0.8,false
710,Tresom,asian,medium,soho,8:45,1.4,true
711,Matsoft,french,medium,lower east side,18:55,2.8,true
712,Zamit,french,medium,tribeca,21:25,1.3,true
713,Otcom,american,cheap,flatiron,9:57,5.0,true
714,Treeflex,asian,expensive,lower east side,22:23,4.6,true
715,Latlux,latin american,expensive,tribeca,23:51,2.7,false
716,Namfix,italian,cheap,tribeca,14:08,3.5,true
717,Prodder,latin american,medium,greenwich village,5:00,0.5,true
718,Veribet,french,cheap,tribeca,19:57,3.8,false
719,Konklab,asian,expensive,soho,3:15,4.6,true
720,Regrant,american,medium,lower east side,23:25,0.8,true
721,Domainer,italian,medium,flatiron,8:26,4.6,false
722,Andalax,american,expensive,greenwich village,11:50,1.4,true
723,Treeflex,latin american,expensive,soho,11:29,4.0,false
724,Prodder,latin american,cheap,upper east side,10:20,2.8,false
725,Gembucket,italian,expensive,harlem,19:21,1.1,false
726,Flexidy,asian,expensive,harlem,12:22,1.8,false
727,Solarbreeze,french,medium,harlem,20:15,2.8,false
728,Kanlam,american,medium,flatiron,13:53,1.6,true
729,Treeflex,african,expensive,williamsburg,15:02,4.6,false
730,Zoolab,american,expensive,upper east side,19:43,4.1,true
731,Bytecard,french,cheap,greenwich village,18:37,1.5,false
732,Quo Lux,latin american,cheap,harlem,8:48,2.7,false
733,Flowdesk,american,medium,greenwich village,4:42,3.1,true
734,Bamity,french,expensive,greenwich village,17:17,2.7,true
735,Holdlamis,italian,medium,flatiron,12:41,3.9,true
736,Solarbreeze,french,medium,greenwich village,5:22,1.2,false
737,Aerified,italian,cheap,greenwich village,22:56,4.8,true
738,Latlux,american,medium,harlem,15:01,1.8,true
739,Sonsing,latin american,expensive,williamsburg,11:00,3.3,false
740,Quo Lux,american,expensive,harlem,14:55,4.4,true
741,Flowdesk,latin american,medium,soho,18:18,2.8,true
742,Holdlamis,french,medium,flatiron,1:54,2.2,false
743,Voltsillam,italian,cheap,tribeca,13:44,2.7,true
744,Job,american,expensive,harlem,18:32,0.5,false
745,Sonair,italian,expensive,flatiron,4:35,0.2,false
746,Zaam-Dox,french,expensive,greenwich village,17:19,1.5,false
747,Andalax,latin american,medium,soho,10:40,4.3,true
748,Matsoft,african,expensive,soho,20:18,0.4,true
749,Sonair,middle eastern,cheap,upper east side,1:45,3.4,false
750,Regrant,latin american,medium,flatiron,21:31,4.2,true
751,Tempsoft,asian,medium,williamsburg,4:33,0.4,false
752,Sonair,middle eastern,medium,tribeca,7:56,2.5,false
753,Zamit,french,medium,greenwich village,1:08,3.4,true
754,Voyatouch,middle eastern,cheap,flatiron,23:25,2.1,false
755,Wrapsafe,french,cheap,upper east side,22:06,2.4,false
756,Treeflex,middle eastern,medium,harlem,19:41,2.2,true
757,Pannier,asian,medium,lower east side,0:27,1.3,false
758,Konklab,american,expensive,soho,11:30,3.5,true
759,Otcom,middle eastern,medium,greenwich village,21:41,0.2,false
760,Voltsillam,italian,medium,williamsburg,11:38,0.6,true
761,Bytecard,american,cheap,tribeca,8:33,3.5,false
762,Zathin,italian,medium,soho,17:27,4.9,true
763,Flowdesk,african,cheap,soho,8:46,4.1,false
764,Transcof,asian,cheap,upper east side,8:55,1.2,false
765,Rank,middle eastern,cheap,flatiron,4:34,2.1,true
766,Cookley,american,medium,greenwich village,12:13,0.7,true
767,Gembucket,african,expensive,williamsburg,7:53,3.8,true
768,Flexidy,french,medium,lower east side,5:56,0.4,false
769,Namfix,latin american,cheap,upper east side,2:29,0.0,false
770,Voyatouch,african,cheap,williamsburg,4:57,3.9,false
771,Zaam-Dox,latin american,cheap,lower east side,8:49,1.2,true
772,Alphazap,french,expensive,upper east side,21:27,1.8,false
773,Gembucket,italian,cheap,upper east side,22:51,1.3,true
774,Treeflex,italian,medium,tribeca,18:49,2.8,true
775,Pannier,latin american,expensive,soho,11:22,0.9,false
776,Flexidy,middle eastern,cheap,greenwich village,14:51,0.7,false
777,Subin,middle eastern,medium,flatiron,21:50,3.3,true
778,Alpha,american,medium,upper east side,15:43,2.9,false
779,Otcom,african,cheap,flatiron,16:25,0.9,false
780,Bitwolf,middle eastern,expensive,harlem,22:25,1.8,true
781,Subin,french,expensive,greenwich village,9:28,2.2,false
782,Voltsillam,american,expensive,soho,6:20,2.6,false
783,Lotlux,american,expensive,soho,9:34,4.9,true
784,It,asian,cheap,harlem,17:21,3.3,false
785,Temp,african,medium,tribeca,14:26,3.5,true
786,Namfix,middle eastern,expensive,soho,8:24,2.3,false
787,Hatity,american,cheap,lower east side,4:56,3.1,false
788,Toughjoyfax,latin american,expensive,soho,16:17,0.6,false
789,Cardify,french,cheap,upper east side,1:11,4.3,false
790,Flowdesk,latin american,medium,harlem,0:56,0.6,true
791,Transcof,asian,medium,flatiron,3:56,2.2,true
792,Bamity,african,medium,lower east side,6:23,0.4,true
793,Mat Lam Tam,african,cheap,tribeca,22:04,4.8,false
794,Tresom,asian,cheap,lower east side,12:46,2.0,false
795,Sonair,american,medium,flatiron,8:06,3.1,false
796,Ventosanzap,asian,expensive,greenwich village,4:56,2.5,false
797,Keylex,african,expensive,tribeca,20:16,3.4,false
798,Veribet,asian,medium,greenwich village,12:19,1.7,false
799,Stronghold,latin american,expensive,flatiron,23:28,2.1,true
800,Andalax,french,expensive,harlem,14:15,3.1,true
801,Cardify,american,cheap,lower east side,9:27,1.7,true
802,Aerified,american,cheap,upper east side,15:57,2.3,true
803,Stringtough,african,expensive,upper east side,6:08,0.4,false
804,Kanlam,asian,medium,upper east side,6:19,4.2,true
805,Voltsillam,middle eastern,cheap,flatiron,21:37,4.4,false
806,Alphazap,american,expensive,lower east side,19:32,2.6,true
807,Latlux,african,medium,greenwich village,13:39,2.2,true
808,Matsoft,latin american,expensive,soho,23:50,3.4,true
809,Alpha,american,cheap,soho,0:13,2.8,false
810,Fixflex,asian,medium,greenwich village,6:06,0.1,true
811,Flexidy,middle eastern,cheap,tribeca,10:09,2.0,true
812,Latlux,latin american,expensive,upper east side,12:50,3.6,true
813,Duobam,american,expensive,lower east side,18:52,1.9,false
814,Sonair,african,medium,soho,9:31,2.8,true
815,Latlux,asian,cheap,upper east side,10:55,3.2,true
816,Otcom,italian,expensive,soho,22:33,3.6,false
817,Tampflex,italian,medium,upper east side,4:47,3.6,false
818,Ventosanzap,asian,expensive,williamsburg,14:25,2.3,false
819,Aerified,latin american,medium,williamsburg,23:52,1.9,true
820,Opela,italian,cheap,williamsburg,2:46,1.8,false
821,Aerified,african,expensive,tribeca,7:49,4.6,false
822,Fix San,middle eastern,medium,flatiron,9:03,2.1,false
823,Tempsoft,french,medium,greenwich village,16:07,1.9,true
824,Tempsoft,asian,expensive,soho,6:23,0.6,true
825,Ventosanzap,latin american,cheap,tribeca,22:52,4.9,false
826,Tresom,italian,medium,tribeca,19:53,3.3,true
827,Transcof,italian,expensive,soho,14:11,2.9,true
828,Span,middle eastern,expensive,tribeca,2:51,1.3,false
829,Wrapsafe,middle eastern,expensive,williamsburg,5:40,3.9,false
830,Domainer,latin american,expensive,soho,22:57,2.6,false
831,Y-Solowarm,french,cheap,upper east side,10:07,1.1,false
832,Ronstring,asian,expensive,williamsburg,21:09,1.1,true
833,Lotlux,african,cheap,greenwich village,5:38,4.8,true
834,Hatity,french,expensive,tribeca,18:35,0.7,true
835,Konklab,latin american,cheap,greenwich village,16:50,0.6,false
836,Stronghold,african,cheap,tribeca,14:03,3.7,true
837,Aerified,french,medium,lower east side,2:11,4.3,false
838,Cookley,french,expensive,williamsburg,5:43,0.0,false
839,Treeflex,african,expensive,lower east side,21:17,1.5,false
840,Regrant,latin american,medium,lower east side,8:38,0.3,false
841,Domainer,asian,expensive,williamsburg,14:45,0.2,false
842,Bytecard,asian,expensive,lower east side,19:54,4.1,false
843,Flowdesk,american,expensive,lower east side,3:57,2.1,true
844,Fixflex,middle eastern,medium,greenwich village,3:04,2.6,false
845,Bytecard,african,cheap,harlem,11:58,0.3,true
846,Biodex,french,cheap,harlem,1:14,2.3,false
847,Quo Lux,italian,medium,soho,17:58,1.4,true
848,Ronstring,italian,medium,tribeca,23:12,1.6,false
849,Job,latin american,medium,lower east side,10:39,1.1,true
850,Vagram,american,cheap,harlem,15:46,3.7,false
851,Bitchip,african,medium,lower east side,10:09,2.5,true
852,Subin,latin american,cheap,harlem,3:29,2.2,true
853,Rank,african,medium,soho,1:51,4.2,false
854,Otcom,latin american,medium,flatiron,20:40,3.9,false
855,Konklux,american,cheap,flatiron,5:41,1.0,true
856,Toughjoyfax,middle eastern,cheap,harlem,0:02,4.1,false
857,Fix San,latin american,cheap,flatiron,0:52,4.4,false
858,Treeflex,latin american,expensive,upper east side,5:36,0.5,true
859,Stronghold,american,medium,lower east side,10:30,4.9,true
860,Tresom,middle eastern,expensive,williamsburg,5:37,1.7,true
861,Asoka,latin american,expensive,soho,19:33,2.4,true
862,Ronstring,middle eastern,cheap,upper east side,15:36,1.9,false
863,Sonsing,middle eastern,expensive,upper east side,15:29,1.2,true
864,Stim,french,medium,harlem,23:57,4.6,false
865,Asoka,african,medium,harlem,16:39,1.4,false
866,Konklab,african,medium,upper east side,16:31,2.8,true
867,Pannier,african,medium,williamsburg,13:15,4.3,true
868,Kanlam,french,expensive,harlem,1:14,2.4,true
869,Zaam-Dox,asian,cheap,williamsburg,22:26,0.2,false
870,Veribet,middle eastern,expensive,harlem,13:21,1.8,true
871,Ronstring,italian,expensive,soho,0:11,2.0,true
872,Keylex,african,medium,flatiron,3:47,5.0,false
873,Voltsillam,french,expensive,harlem,14:21,3.2,false
874,Keylex,latin american,cheap,williamsburg,22:24,3.0,false
875,Treeflex,latin american,cheap,greenwich village,21:53,1.0,false
876,Asoka,african,medium,upper east side,18:25,0.2,true
877,Konklab,french,cheap,soho,0:28,0.6,true
878,Redhold,latin american,medium,flatiron,13:54,4.7,false
879,Overhold,american,expensive,flatiron,0:49,4.4,true
880,Transcof,african,expensive,lower east side,0:37,3.8,false
881,It,american,medium,williamsburg,10:21,1.3,true
882,Prodder,african,medium,harlem,12:19,4.3,false
883,Quo Lux,middle eastern,cheap,williamsburg,10:19,3.8,true
884,Quo Lux,french,cheap,greenwich village,15:59,1.2,false
885,Gembucket,african,cheap,williamsburg,21:44,5.0,false
886,Holdlamis,asian,cheap,lower east side,7:05,0.5,true
887,Ventosanzap,french,cheap,greenwich village,4:19,2.2,true
888,Opela,italian,medium,greenwich village,20:10,0.2,true
889,Solarbreeze,french,cheap,soho,20:53,3.2,true
890,Flowdesk,italian,expensive,soho,12:50,1.1,false
891,Greenlam,american,expensive,flatiron,21:23,2.7,false
892,Stronghold,american,expensive,upper east side,12:13,0.3,true
893,Veribet,asian,expensive,harlem,20:56,1.7,true
894,It,african,cheap,tribeca,6:43,2.8,false
895,Domainer,american,cheap,tribeca,12:35,3.6,true
896,Matsoft,african,medium,lower east side,3:47,4.0,true
897,Stronghold,middle eastern,cheap,greenwich village,22:55,3.4,false
898,Konklab,african,expensive,tribeca,20:47,4.4,false
899,Ronstring,italian,medium,williamsburg,13:53,2.5,false
900,Kanlam,middle eastern,cheap,soho,6:09,4.5,false
901,Regrant,latin american,medium,williamsburg,15:55,2.4,true
902,Gembucket,french,cheap,soho,1:09,2.9,false
903,Matsoft,italian,medium,tribeca,15:47,0.5,false
904,Trippledex,american,expensive,upper east side,6:28,3.0,false
905,Span,american,expensive,williamsburg,21:45,2.4,false
906,Zoolab,italian,cheap,flatiron,14:19,2.9,false
907,Bigtax,african,expensive,flatiron,18:17,4.9,false
908,Tin,middle eastern,medium,williamsburg,0:00,5.0,true
909,Alpha,italian,medium,harlem,9:33,4.0,true
910,Fixflex,french,cheap,soho,23:07,1.3,true
911,Flowdesk,latin american,medium,greenwich village,5:10,0.5,true
912,It,asian,cheap,williamsburg,18:59,4.5,false
913,Y-Solowarm,african,cheap,upper east side,17:17,3.6,false
914,Andalax,middle eastern,expensive,williamsburg,21:37,4.6,true
915,Biodex,french,cheap,tribeca,23:43,4.7,false
916,Bitwolf,latin american,expensive,williamsburg,15:52,1.6,false
917,Home Ing,middle eastern,cheap,williamsburg,9:30,1.9,false
918,Flexidy,italian,expensive,harlem,17:09,4.1,true
919,Stim,latin american,expensive,flatiron,9:36,0.9,true
920,Pannier,latin american,medium,williamsburg,12:29,1.4,true
921,Sonair,american,medium,lower east side,21:56,4.8,true
922,Tempsoft,french,expensive,lower east side,16:53,2.7,true
923,Tin,italian,cheap,greenwich village,5:56,3.8,false
924,Lotstring,african,cheap,tribeca,9:32,0.7,true
925,Rank,italian,medium,harlem,10:34,2.0,true
926,Transcof,asian,expensive,harlem,0:23,0.1,true
927,Vagram,asian,cheap,soho,1:35,3.6,true
928,Kanlam,french,cheap,lower east side,4:08,2.0,false
929,Domainer,american,cheap,lower east side,23:16,3.5,false
930,Keylex,french,cheap,harlem,5:16,3.4,true
931,Tampflex,latin american,medium,greenwich village,8:30,2.9,false
932,Cardguard,american,medium,williamsburg,20:47,2.4,false
933,Kanlam,middle eastern,expensive,upper east side,17:02,4.8,false
934,Tres-Zap,french,cheap,soho,0:43,3.0,false
935,Kanlam,asian,cheap,upper east side,10:09,2.3,true
936,Mat Lam Tam,latin american,cheap,flatiron,23:24,0.2,false
937,Quo Lux,italian,cheap,tribeca,21:31,3.4,false
938,Voltsillam,asian,expensive,greenwich village,18:20,3.2,true
939,Aerified,french,expensive,flatiron,0:25,2.3,true
940,Solarbreeze,italian,expensive,lower east side,20:04,4.9,true
941,Gembucket,middle eastern,expensive,upper east side,18:50,3.6,false
942,Stronghold,african,cheap,greenwich village,20:12,1.0,false
943,Trippledex,italian,medium,greenwich village,22:05,4.6,false
944,Wrapsafe,african,cheap,harlem,19:46,1.4,true
945,Sub-Ex,middle eastern,cheap,tribeca,18:12,2.7,true
946,Tin,french,expensive,harlem,22:55,1.8,true
947,Temp,french,medium,upper east side,21:09,4.3,true
948,Duobam,middle eastern,cheap,upper east side,12:46,0.1,false
949,Quo Lux,african,medium,harlem,20:32,2.8,false
950,Mat Lam Tam,american,medium,greenwich village,4:07,0.8,true
